Response_ID,Timestamp,Age,Gender,Region,Education_Level,Satisfaction_Score,NPS_Score,Primary_Device,Usage_Frequency,Most_Used_Feature,Feedback_Text
RES_0167,2026-04-09 06:50:08.411313,73.0,Female,ME-Africa,Bachelor,5.0,0,Smart Watch,Rarely,Customer Support,Best app I've used this year.
RES_0168,2026-04-12 19:50:08.411313,27.0,Prefer not to say,Latin America,PhD,1.0,4,Smart Watch,Weekly,Pricing,Waste of money.
RES_0169,2026-04-14 15:50:08.411313,22.0,Male,North America,Bachelor,3.0,5,Mobile,Rarely,Performance,Average experience.
RES_0170,2026-03-31 20:50:08.411313,40.0,Female,Latin America,Master,4.0,6,Tablet,Monthly,Performance,Works well but interface could be cleaner.
RES_0171,2026-04-04 20:50:08.411313,27.0,Male,Asia-Pacific,Master,4.0,8,Mobile,Rarely,Pricing,Works well but interface could be cleaner.
RES_0172,2026-03-26 05:50:08.411313,,Female,Asia-Pacific,PhD,3.0,2,Tablet,Monthly,Feature Set,"It's okay, does what it needs to do."
RES_0173,2026-04-06 05:50:08.411313,19.0,Female,Latin America,PhD,4.0,1,Mobile,Daily,Pricing,Good experience overall.
RES_0174,2026-04-18 01:50:08.411313,30.0,Female,ME-Africa,Master,2.0,2,Smart Watch,Daily,Customer Support,A bit frustrated with the glitches.
RES_0175,2026-04-17 07:50:08.411313,57.0,Prefer not to say,ME-Africa,PhD,4.0,8,Smart Watch,Monthly,Feature Set,Solid performance.
RES_0176,2026-03-22 14:50:08.412463,19.0,Female,Asia-Pacific,Bachelor,5.0,6,Tablet,Rarely,User Interface,Highly recommended.
RES_0177,2026-04-16 22:50:08.412463,37.0,Male,Europe,Bachelor,4.0,8,Mobile,Daily,Pricing,Works well but interface could be cleaner.
RES_0178,2026-04-16 22:50:08.412463,18.0,Male,ME-Africa,Master,1.0,1,Tablet,Weekly,Customer Support,Completely broken.
RES_0179,2026-04-06 02:50:08.412463,54.0,Female,Latin America,High School,4.0,4,Smart Watch,Daily,Feature Set,Works well but interface could be cleaner.
RES_0180,2026-04-04 03:50:08.412463,26.0,Male,ME-Africa,Bachelor,1.0,3,Mobile,Weekly,Pricing,Terrible experience.
RES_0181,2026-03-27 15:50:08.412463,34.0,Male,Latin America,PhD,5.0,1,Mobile,Rarely,Performance,Exceeded my expectations.
RES_0182,2026-04-13 20:50:08.412463,26.0,Male,Asia-Pacific,High School,2.0,8,Tablet,Weekly,Pricing,A bit frustrated with the glitches.
RES_0183,2026-04-03 22:50:08.412463,,Male,ME-Africa,High School,4.0,8,Desktop,Weekly,User Interface,Works well but interface could be cleaner.
RES_0184,2026-04-04 11:50:08.412463,32.0,Male,Latin America,Bachelor,,5,Tablet,Weekly,Pricing,Best app I've used this year.
RES_0185,2026-03-24 04:50:08.412463,41.0,Male,Asia-Pacific,Bachelor,5.0,10,Smart Watch,Weekly,Feature Set,Highly recommended.
RES_0186,2026-03-29 00:50:08.412463,,Male,Europe,High School,4.0,5,Smart Watch,Daily,Feature Set,Works well but interface could be cleaner.
RES_0187,2026-03-29 09:50:08.412463,72.0,Male,Latin America,High School,5.0,7,Smart Watch,Weekly,Pricing,"Love the interface, very intuitive!"
RES_0188,2026-03-21 17:50:08.412463,52.0,Prefer not to say,Europe,Master,5.0,5,Smart Watch,Daily,Feature Set,Best app I've used this year.
RES_0189,2026-04-14 10:50:08.412463,47.0,Male,Europe,PhD,4.0,0,Smart Watch,Weekly,Performance,Decent features for the price.
RES_0190,2026-04-01 01:50:08.412463,48.0,Male,North America,Master,4.0,3,Desktop,Monthly,Pricing,Decent features for the price.
RES_0191,2026-04-12 21:50:08.412463,66.0,Female,ME-Africa,Bachelor,4.0,6,Mobile,Rarely,Performance,Good experience overall.
RES_0192,2026-03-30 22:50:08.412463,22.0,Male,Latin America,Master,4.0,1,Tablet,Weekly,Performance,Solid performance.
RES_0193,2026-03-23 08:50:08.412463,61.0,Non-Binary,Europe,Master,4.0,8,Tablet,Monthly,Customer Support,Works well but interface could be cleaner.
RES_0194,2026-04-19 18:50:08.412463,67.0,Female,North America,Master,4.0,7,Smart Watch,Weekly,Pricing,Decent features for the price.
RES_0195,2026-03-23 07:50:08.412463,31.0,Male,Asia-Pacific,Master,3.0,7,Tablet,Weekly,Feature Set,Average experience.
RES_0196,2026-04-01 19:50:08.412463,70.0,Male,Latin America,PhD,2.0,6,Smart Watch,Weekly,Performance,Interface is confusing.
RES_0197,2026-04-17 06:50:08.412463,73.0,Female,Europe,PhD,2.0,3,Desktop,Monthly,Customer Support,Slow performance at times.
RES_0198,2026-04-03 11:50:08.412463,28.0,Non-Binary,ME-Africa,High School,3.0,1,Desktop,Rarely,Pricing,Needs more updates.
RES_0199,2026-03-23 09:50:08.412463,26.0,Female,North America,Bachelor,1.0,2,Mobile,Monthly,Pricing,Waste of money.
RES_0200,2026-03-30 17:50:08.412463,51.0,Female,Europe,Master,4.0,5,Desktop,Rarely,User Interface,Decent features for the price.
RES_0201,2026-04-17 14:50:08.412463,29.0,Male,ME-Africa,High School,3.0,4,Desktop,Weekly,User Interface,"It's okay, does what it needs to do."
RES_0202,2026-04-14 23:50:08.412463,,Prefer not to say,Europe,High School,5.0,7,Mobile,Daily,Performance,"Love the interface, very intuitive!"
RES_0203,2026-03-22 06:50:08.412463,52.0,Male,Latin America,High School,2.0,5,Tablet,Weekly,User Interface,Interface is confusing.
RES_0204,2026-04-06 02:50:08.412463,18.0,Non-Binary,Latin America,PhD,3.0,5,Smart Watch,Rarely,Performance,Needs more updates.
RES_0205,2026-04-17 22:50:08.412463,57.0,Female,Latin America,Master,4.0,0,Smart Watch,Monthly,Feature Set,Works well but interface could be cleaner.
RES_0206,2026-03-31 02:50:08.412463,39.0,Female,North America,Master,4.0,3,Tablet,Weekly,Performance,Decent features for the price.
RES_0207,2026-03-28 22:50:08.412463,46.0,Female,Latin America,Bachelor,2.0,4,Mobile,Monthly,User Interface,Expected more.
RES_0208,2026-04-17 05:50:08.412463,25.0,Male,ME-Africa,Master,5.0,10,Tablet,Monthly,Feature Set,Exceeded my expectations.
RES_0209,2026-03-26 13:50:08.412463,28.0,Male,Europe,Master,5.0,2,Desktop,Monthly,User Interface,Exceeded my expectations.
RES_0210,2026-03-29 20:50:08.412463,58.0,Male,Asia-Pacific,High School,3.0,8,Mobile,Weekly,Performance,Some bugs but manageable.
RES_0211,2026-04-12 09:50:08.412463,54.0,Male,ME-Africa,Bachelor,3.0,0,Mobile,Monthly,Customer Support,Average experience.
RES_0212,2026-03-27 05:50:08.412463,31.0,Female,ME-Africa,Master,5.0,5,Mobile,Monthly,Pricing,Exceeded my expectations.
RES_0213,2026-04-05 01:50:08.412463,47.0,Male,Latin America,PhD,4.0,5,Smart Watch,Weekly,User Interface,Solid performance.
RES_0214,2026-03-28 21:50:08.412463,52.0,Male,North America,Master,4.0,9,Tablet,Monthly,Performance,Good experience overall.
RES_0215,2026-03-24 13:50:08.412463,38.0,Prefer not to say,Europe,High School,5.0,4,Mobile,Weekly,Feature Set,Highly recommended.
RES_0216,2026-04-18 06:50:08.412463,54.0,Female,North America,PhD,3.0,4,Mobile,Rarely,User Interface,Needs more updates.
RES_0217,2026-04-12 22:50:08.412463,22.0,Non-Binary,Europe,High School,4.0,9,Mobile,Rarely,User Interface,Solid performance.
RES_0218,2026-04-11 12:50:08.413456,36.0,Prefer not to say,Europe,Master,3.0,4,Tablet,Rarely,Pricing,Needs more updates.
RES_0219,2026-03-29 07:50:08.413456,31.0,Male,North America,PhD,5.0,5,Smart Watch,Monthly,Performance,"Love the interface, very intuitive!"
RES_0220,2026-04-13 13:50:08.413456,43.0,Male,ME-Africa,Bachelor,4.0,7,Desktop,Daily,Customer Support,Good experience overall.
RES_0221,2026-03-28 20:50:08.413456,21.0,Female,Europe,Bachelor,4.0,1,Smart Watch,Daily,Feature Set,Solid performance.
RES_0222,2026-04-01 23:50:08.413456,42.0,Female,North America,PhD,3.0,5,Mobile,Monthly,Performance,"It's okay, does what it needs to do."
RES_0223,2026-04-07 16:50:08.413456,62.0,Male,Europe,PhD,3.0,0,Smart Watch,Daily,Feature Set,Needs more updates.
RES_0224,2026-03-26 19:50:08.413456,59.0,Female,Asia-Pacific,High School,4.0,3,Smart Watch,Weekly,User Interface,Works well but interface could be cleaner.
RES_0225,2026-04-07 03:50:08.413456,42.0,Male,ME-Africa,PhD,4.0,9,Desktop,Daily,Pricing,Decent features for the price.
RES_0226,2026-04-19 15:50:08.413456,35.0,Male,Latin America,High School,4.0,2,Tablet,Monthly,Pricing,Works well but interface could be cleaner.
RES_0227,2026-04-06 07:50:08.413456,57.0,Female,Europe,Master,1.0,8,Tablet,Monthly,Customer Support,Completely broken.
RES_0228,2026-04-06 11:50:08.413456,25.0,Female,Asia-Pacific,High School,5.0,2,Smart Watch,Weekly,Pricing,Best app I've used this year.
RES_0229,2026-04-01 00:50:08.413456,56.0,Female,Latin America,PhD,2.0,5,Smart Watch,Rarely,User Interface,A bit frustrated with the glitches.
RES_0230,2026-04-05 21:50:08.413456,57.0,Male,Latin America,PhD,5.0,0,Tablet,Monthly,Customer Support,Highly recommended.
RES_0231,2026-04-18 00:50:08.413456,31.0,Female,Europe,Master,1.0,5,Tablet,Weekly,Performance,Waste of money.
RES_0232,2026-03-29 04:50:08.413456,49.0,Male,North America,PhD,4.0,3,Desktop,Daily,Pricing,Decent features for the price.
RES_0233,2026-03-26 01:50:08.413456,68.0,Male,Europe,PhD,2.0,7,Mobile,Daily,Customer Support,Slow performance at times.
RES_0234,2026-03-25 01:50:08.413456,55.0,Female,Asia-Pacific,Bachelor,5.0,10,Smart Watch,Weekly,User Interface,Exceeded my expectations.
RES_0235,2026-04-03 03:50:08.413456,,Prefer not to say,Latin America,Bachelor,4.0,8,Tablet,Weekly,Feature Set,Good experience overall.
RES_0236,2026-04-10 17:50:08.413456,40.0,Female,Europe,Master,2.0,3,Smart Watch,Monthly,Feature Set,Slow performance at times.
RES_0237,2026-04-05 01:50:08.413456,32.0,Female,North America,High School,3.0,9,Smart Watch,Daily,User Interface,Average experience.
RES_0238,2026-04-09 18:50:08.413456,50.0,Female,Europe,Bachelor,3.0,9,Tablet,Weekly,User Interface,Some bugs but manageable.
RES_0239,2026-04-19 15:50:08.413456,42.0,Female,ME-Africa,High School,3.0,5,Desktop,Daily,Feature Set,"It's okay, does what it needs to do."
RES_0240,2026-03-30 11:50:08.413456,34.0,Male,North America,PhD,5.0,0,Smart Watch,Weekly,Customer Support,Highly recommended.
RES_0241,2026-04-08 18:50:08.413456,50.0,Male,Asia-Pacific,Bachelor,4.0,3,Desktop,Daily,Feature Set,Decent features for the price.
RES_0242,2026-04-13 19:50:08.413456,64.0,Male,Latin America,Master,5.0,6,Tablet,Rarely,User Interface,Exceeded my expectations.
RES_0243,2026-04-14 10:50:08.413456,72.0,Male,Europe,Master,4.0,0,Mobile,Monthly,Pricing,Works well but interface could be cleaner.
RES_0244,2026-03-31 08:50:08.413456,19.0,Female,North America,Master,4.0,7,Mobile,Daily,Performance,Good experience overall.
RES_0245,2026-04-17 00:50:08.413456,31.0,Female,ME-Africa,Bachelor,2.0,9,Smart Watch,Rarely,Pricing,Interface is confusing.
RES_0246,2026-04-12 03:50:08.413456,70.0,Male,North America,High School,3.0,10,Tablet,Daily,Pricing,"It's okay, does what it needs to do."
RES_0247,2026-04-04 10:50:08.413456,57.0,Male,ME-Africa,PhD,5.0,5,Desktop,Daily,User Interface,Exceeded my expectations.
RES_0248,2026-04-02 13:50:08.413456,57.0,Female,Asia-Pacific,High School,5.0,4,Smart Watch,Rarely,Feature Set,"Love the interface, very intuitive!"
RES_0249,2026-03-21 04:50:08.413456,,Male,Latin America,High School,3.0,9,Tablet,Daily,Customer Support,"It's okay, does what it needs to do."
RES_0250,2026-04-02 23:50:08.413456,56.0,Female,Asia-Pacific,PhD,3.0,10,Tablet,Daily,Pricing,Some bugs but manageable.
RES_0251,2026-04-01 00:50:08.413456,68.0,Female,Europe,PhD,4.0,8,Desktop,Monthly,Feature Set,Works well but interface could be cleaner.
RES_0252,2026-03-25 18:50:08.413456,23.0,Female,North America,Bachelor,5.0,1,Smart Watch,Rarely,Customer Support,Exceeded my expectations.
RES_0253,2026-03-25 02:50:08.413456,23.0,Female,ME-Africa,Bachelor,3.0,4,Tablet,Rarely,Pricing,"It's okay, does what it needs to do."
RES_0254,2026-03-21 00:50:08.413456,,Female,ME-Africa,Bachelor,4.0,5,Tablet,Weekly,Customer Support,Solid performance.
RES_0255,2026-04-11 11:50:08.413456,24.0,Male,North America,Bachelor,,6,Tablet,Daily,Feature Set,"Love the interface, very intuitive!"
RES_0256,2026-03-30 22:50:08.413456,68.0,Female,North America,Bachelor,1.0,4,Desktop,Monthly,Performance,Completely broken.
RES_0257,2026-03-25 22:50:08.413456,25.0,Female,Europe,PhD,1.0,8,Smart Watch,Daily,Feature Set,Customer support was unhelpful.
RES_0258,2026-04-05 21:50:08.413456,59.0,Male,Asia-Pacific,High School,4.0,0,Smart Watch,Daily,User Interface,Decent features for the price.
RES_0259,2026-03-21 01:50:08.413456,69.0,Female,ME-Africa,Bachelor,5.0,6,Smart Watch,Weekly,Customer Support,Exceeded my expectations.
RES_0260,2026-04-04 15:50:08.413456,32.0,Female,Europe,Bachelor,3.0,9,Smart Watch,Daily,Performance,Average experience.
RES_0261,2026-04-07 02:50:08.413456,64.0,Female,Asia-Pacific,High School,4.0,6,Mobile,Monthly,Customer Support,Good experience overall.
RES_0262,2026-04-19 07:50:08.414460,46.0,Female,Europe,Bachelor,4.0,3,Mobile,Monthly,Customer Support,Decent features for the price.
RES_0263,2026-03-22 16:50:08.414460,50.0,Female,ME-Africa,High School,,8,Smart Watch,Weekly,Pricing,Works well but interface could be cleaner.
RES_0264,2026-04-15 01:50:08.414460,69.0,Female,North America,High School,4.0,10,Desktop,Daily,User Interface,Good experience overall.
RES_0265,2026-03-22 00:50:08.414460,47.0,Female,North America,PhD,4.0,4,Mobile,Monthly,Customer Support,Decent features for the price.
RES_0266,2026-04-17 11:50:08.414460,56.0,Female,Asia-Pacific,Master,4.0,3,Tablet,Daily,Feature Set,Decent features for the price.
RES_0267,2026-03-25 07:50:08.414460,44.0,Female,Latin America,PhD,4.0,6,Mobile,Daily,Feature Set,Solid performance.
RES_0268,2026-04-01 18:50:08.414460,53.0,Female,Asia-Pacific,Master,4.0,3,Tablet,Daily,Pricing,Good experience overall.
RES_0269,2026-03-29 09:50:08.414460,46.0,Female,Latin America,Master,4.0,2,Smart Watch,Weekly,User Interface,Works well but interface could be cleaner.
RES_0270,2026-03-23 18:50:08.414460,55.0,Male,Europe,Master,5.0,8,Mobile,Daily,User Interface,Best app I've used this year.
RES_0271,2026-04-05 06:50:08.414460,74.0,Female,Europe,Bachelor,1.0,10,Desktop,Monthly,Feature Set,Waste of money.
RES_0272,2026-03-21 09:50:08.414460,50.0,Female,ME-Africa,PhD,5.0,7,Mobile,Daily,Performance,"Love the interface, very intuitive!"
RES_0273,2026-03-21 03:50:08.414460,54.0,Male,Latin America,Master,,0,Mobile,Monthly,Pricing,Best app I've used this year.
RES_0274,2026-04-15 11:50:08.414460,44.0,Female,ME-Africa,High School,3.0,6,Mobile,Daily,Pricing,Average experience.
RES_0275,2026-04-04 07:50:08.414460,72.0,Male,North America,Bachelor,4.0,8,Smart Watch,Monthly,Feature Set,Works well but interface could be cleaner.
RES_0276,2026-03-30 16:50:08.414460,50.0,Male,Latin America,PhD,4.0,7,Desktop,Monthly,Feature Set,Solid performance.
RES_0277,2026-04-16 22:50:08.414460,,Female,Asia-Pacific,Master,3.0,7,Mobile,Daily,Performance,Some bugs but manageable.
RES_0278,2026-03-21 18:50:08.414460,39.0,Male,North America,High School,4.0,5,Desktop,Daily,Performance,Good experience overall.
RES_0279,2026-03-28 13:50:08.414460,19.0,Female,North America,PhD,1.0,10,Smart Watch,Monthly,User Interface,Terrible experience.
RES_0280,2026-03-29 18:50:08.414460,27.0,Female,Asia-Pacific,PhD,3.0,3,Tablet,Rarely,Pricing,Average experience.
RES_0281,2026-04-16 21:50:08.414460,22.0,Female,North America,Bachelor,5.0,7,Mobile,Weekly,Pricing,Exceeded my expectations.
RES_0282,2026-03-31 13:50:08.414460,27.0,Male,Latin America,PhD,3.0,2,Desktop,Rarely,Feature Set,Needs more updates.
RES_0283,2026-03-25 04:50:08.414460,50.0,Male,ME-Africa,Bachelor,5.0,8,Desktop,Rarely,User Interface,Highly recommended.
RES_0284,2026-03-25 22:50:08.414460,71.0,Female,North America,Master,4.0,1,Smart Watch,Daily,Pricing,Works well but interface could be cleaner.
RES_0285,2026-03-27 18:50:08.415055,55.0,Prefer not to say,Latin America,Bachelor,5.0,1,Mobile,Weekly,User Interface,Best app I've used this year.
RES_0286,2026-04-07 19:50:08.415055,30.0,Female,Europe,High School,4.0,6,Tablet,Rarely,User Interface,Solid performance.
RES_0287,2026-04-03 23:50:08.415055,48.0,Male,Latin America,Bachelor,1.0,9,Desktop,Daily,Feature Set,Completely broken.
RES_0288,2026-04-04 00:50:08.415055,64.0,Female,ME-Africa,High School,4.0,3,Mobile,Rarely,User Interface,Solid performance.
RES_0289,2026-04-18 06:50:08.415055,53.0,Female,Latin America,Bachelor,1.0,9,Tablet,Rarely,Performance,Terrible experience.
RES_0290,2026-03-23 03:50:08.415055,62.0,Female,Asia-Pacific,PhD,4.0,7,Desktop,Daily,Performance,Good experience overall.
RES_0291,2026-03-27 11:50:08.415055,41.0,Male,ME-Africa,Master,5.0,8,Desktop,Daily,Customer Support,Best app I've used this year.
RES_0292,2026-04-02 20:50:08.415055,69.0,Female,Europe,High School,3.0,6,Tablet,Daily,Feature Set,"It's okay, does what it needs to do."
RES_0293,2026-03-23 22:50:08.415055,73.0,Female,Asia-Pacific,Bachelor,4.0,4,Tablet,Weekly,Customer Support,Solid performance.
RES_0294,2026-04-19 04:50:08.415055,32.0,Prefer not to say,Latin America,Bachelor,4.0,7,Smart Watch,Rarely,Performance,Solid performance.
RES_0295,2026-04-09 18:50:08.415055,46.0,Male,ME-Africa,Bachelor,5.0,3,Mobile,Daily,Customer Support,"Love the interface, very intuitive!"
RES_0296,2026-04-08 20:50:08.415055,25.0,Female,Europe,PhD,4.0,1,Mobile,Monthly,Feature Set,Decent features for the price.
RES_0297,2026-04-19 22:50:08.415055,22.0,Non-Binary,Asia-Pacific,PhD,3.0,10,Smart Watch,Rarely,Feature Set,Average experience.
RES_0298,2026-04-12 13:50:08.415055,46.0,Male,Europe,High School,4.0,5,Desktop,Monthly,User Interface,Decent features for the price.
RES_0299,2026-04-09 11:50:08.415055,64.0,Non-Binary,Latin America,High School,3.0,8,Tablet,Weekly,Pricing,Average experience.
RES_0300,2026-03-22 10:50:08.415055,21.0,Female,Europe,PhD,4.0,0,Tablet,Daily,User Interface,Decent features for the price.
RES_0301,2026-04-08 09:50:08.415055,29.0,Male,North America,High School,5.0,10,Tablet,Monthly,Feature Set,"Love the interface, very intuitive!"
RES_0302,2026-04-18 04:50:08.415055,62.0,Male,Asia-Pacific,Master,4.0,9,Desktop,Weekly,Performance,Works well but interface could be cleaner.
RES_0303,2026-04-02 20:50:08.415055,19.0,Female,Europe,Master,5.0,6,Tablet,Daily,Performance,Best app I've used this year.
RES_0304,2026-03-28 06:50:08.415055,44.0,Male,Latin America,PhD,1.0,9,Tablet,Monthly,User Interface,Waste of money.
RES_0305,2026-03-25 15:50:08.415055,48.0,Female,Latin America,High School,4.0,8,Smart Watch,Monthly,Feature Set,Solid performance.
RES_0306,2026-03-22 13:50:08.415055,68.0,Male,Europe,Bachelor,5.0,9,Desktop,Weekly,Performance,Exceeded my expectations.
RES_0307,2026-03-25 21:50:08.415055,68.0,Female,Latin America,Master,1.0,8,Mobile,Daily,Feature Set,Customer support was unhelpful.
RES_0308,2026-04-01 14:50:08.415055,53.0,Male,ME-Africa,PhD,5.0,9,Smart Watch,Daily,Performance,"Love the interface, very intuitive!"
RES_0309,2026-04-13 19:50:08.415055,53.0,Female,ME-Africa,High School,3.0,10,Smart Watch,Monthly,Feature Set,Some bugs but manageable.
RES_0310,2026-03-25 02:50:08.415055,43.0,Prefer not to say,ME-Africa,PhD,4.0,2,Mobile,Monthly,Customer Support,Works well but interface could be cleaner.
RES_0311,2026-04-02 10:50:08.415055,60.0,Prefer not to say,North America,Bachelor,5.0,10,Smart Watch,Monthly,Feature Set,Exceeded my expectations.
RES_0312,2026-04-08 23:50:08.415055,44.0,Female,Europe,Master,4.0,4,Desktop,Daily,Feature Set,Good experience overall.
RES_0313,2026-04-16 02:50:08.415055,22.0,Male,North America,PhD,2.0,7,Tablet,Weekly,User Interface,Slow performance at times.
RES_0314,2026-03-22 19:50:08.415055,37.0,Female,Latin America,PhD,4.0,7,Desktop,Weekly,Customer Support,Works well but interface could be cleaner.
RES_0315,2026-04-10 18:50:08.415055,28.0,Male,North America,PhD,4.0,3,Mobile,Daily,Pricing,Decent features for the price.
RES_0316,2026-04-10 23:50:08.415055,27.0,Male,Latin America,Bachelor,,10,Mobile,Rarely,User Interface,Best app I've used this year.
RES_0317,2026-04-17 06:50:08.415055,57.0,Male,Latin America,PhD,4.0,10,Smart Watch,Weekly,Pricing,Good experience overall.
RES_0318,2026-04-17 07:50:08.415055,,Female,Asia-Pacific,Bachelor,3.0,0,Desktop,Monthly,Performance,Needs more updates.
RES_0319,2026-04-16 05:50:08.415055,23.0,Female,ME-Africa,Bachelor,4.0,0,Desktop,Rarely,Pricing,Solid performance.
RES_0320,2026-04-03 16:50:08.415055,25.0,Female,Latin America,Bachelor,4.0,3,Mobile,Rarely,Feature Set,Solid performance.
RES_0321,2026-03-27 00:50:08.415055,40.0,Male,Asia-Pacific,Master,4.0,5,Desktop,Weekly,Pricing,Solid performance.
RES_0322,2026-03-21 18:50:08.415055,64.0,Male,ME-Africa,Master,4.0,7,Mobile,Rarely,User Interface,Decent features for the price.
RES_0323,2026-04-08 06:50:08.415055,43.0,Prefer not to say,Latin America,PhD,5.0,5,Desktop,Rarely,User Interface,Best app I've used this year.
RES_0324,2026-03-28 10:50:08.415055,,Male,Latin America,PhD,4.0,8,Desktop,Weekly,Pricing,Decent features for the price.
RES_0325,2026-03-28 20:50:08.415055,60.0,Female,North America,Master,4.0,8,Desktop,Weekly,User Interface,Decent features for the price.
RES_0326,2026-04-11 06:50:08.415055,29.0,Male,North America,High School,,1,Mobile,Rarely,User Interface,A bit frustrated with the glitches.
RES_0327,2026-04-03 03:50:08.416127,43.0,Female,ME-Africa,Master,2.0,9,Smart Watch,Monthly,Pricing,Expected more.
RES_0328,2026-04-04 01:50:08.416127,30.0,Female,Latin America,Bachelor,3.0,0,Desktop,Daily,Customer Support,Some bugs but manageable.
RES_0329,2026-04-07 04:50:08.416127,57.0,Male,Europe,Master,3.0,1,Mobile,Rarely,Customer Support,Average experience.
RES_0330,2026-04-03 19:50:08.416127,35.0,Male,North America,Bachelor,4.0,4,Mobile,Rarely,Performance,Works well but interface could be cleaner.
RES_0331,2026-04-08 14:50:08.416127,42.0,Female,ME-Africa,PhD,4.0,3,Desktop,Monthly,User Interface,Works well but interface could be cleaner.
RES_0332,2026-04-01 11:50:08.416127,50.0,Female,Latin America,High School,4.0,3,Desktop,Rarely,Pricing,Solid performance.
