Response_ID,Timestamp,Age,Gender,Region,Education_Level,Satisfaction_Score,NPS_Score,Primary_Device,Usage_Frequency,Most_Used_Feature,Feedback_Text
RES_0333,2026-04-11 16:50:08.416127,64.0,Male,Latin America,PhD,5.0,8,Smart Watch,Rarely,User Interface,Exceeded my expectations.
RES_0334,2026-03-23 09:50:08.416127,57.0,Prefer not to say,Europe,Bachelor,5.0,10,Mobile,Daily,Feature Set,Exceeded my expectations.
RES_0335,2026-03-31 04:50:08.416127,60.0,Male,ME-Africa,Bachelor,5.0,7,Mobile,Daily,User Interface,Exceeded my expectations.
RES_0336,2026-03-25 08:50:08.416127,29.0,Male,Latin America,Bachelor,4.0,5,Tablet,Daily,User Interface,Solid performance.
RES_0337,2026-04-04 02:50:08.416127,61.0,Non-Binary,North America,High School,4.0,0,Mobile,Weekly,Customer Support,Decent features for the price.
RES_0338,2026-04-15 20:50:08.416127,53.0,Male,Europe,Master,4.0,1,Smart Watch,Weekly,Pricing,Solid performance.
RES_0339,2026-04-08 03:50:08.416127,65.0,Female,ME-Africa,PhD,2.0,5,Tablet,Daily,User Interface,Slow performance at times.
RES_0340,2026-03-24 02:50:08.416127,21.0,Male,Europe,PhD,4.0,10,Tablet,Daily,Customer Support,Solid performance.
RES_0341,2026-04-16 02:50:08.416127,22.0,Male,North America,Master,5.0,1,Tablet,Weekly,Performance,Exceeded my expectations.
RES_0342,2026-03-28 07:50:08.416127,73.0,Prefer not to say,ME-Africa,PhD,5.0,9,Desktop,Monthly,Customer Support,Best app I've used this year.
RES_0343,2026-03-26 16:50:08.416127,54.0,Male,Europe,High School,3.0,4,Desktop,Rarely,Customer Support,Some bugs but manageable.
RES_0344,2026-04-07 02:50:08.416127,25.0,Female,Asia-Pacific,PhD,4.0,4,Mobile,Rarely,Customer Support,Decent features for the price.
RES_0345,2026-04-10 16:50:08.416127,59.0,Male,North America,Bachelor,5.0,5,Tablet,Daily,User Interface,Highly recommended.
RES_0346,2026-04-06 18:50:08.416127,66.0,Male,North America,Master,2.0,5,Smart Watch,Monthly,User Interface,Expected more.
RES_0347,2026-04-17 00:50:08.416127,45.0,Male,North America,High School,4.0,5,Desktop,Weekly,Performance,Good experience overall.
RES_0348,2026-03-22 12:50:08.416127,48.0,Female,Asia-Pacific,Master,5.0,1,Smart Watch,Daily,Feature Set,Best app I've used this year.
RES_0349,2026-04-09 05:50:08.416127,26.0,Male,Asia-Pacific,High School,4.0,9,Smart Watch,Monthly,Feature Set,Solid performance.
RES_0350,2026-04-05 11:50:08.416127,,Female,Latin America,Bachelor,2.0,2,Desktop,Monthly,Feature Set,A bit frustrated with the glitches.
RES_0351,2026-04-11 13:50:08.416127,68.0,Female,Europe,Master,4.0,5,Desktop,Monthly,Performance,Solid performance.
RES_0352,2026-03-25 11:50:08.416127,46.0,Prefer not to say,Latin America,PhD,5.0,7,Desktop,Weekly,Feature Set,"Love the interface, very intuitive!"
RES_0353,2026-04-03 17:50:08.416127,31.0,Male,Europe,High School,4.0,10,Desktop,Weekly,Feature Set,Good experience overall.
RES_0354,2026-04-13 09:50:08.416127,57.0,Female,Asia-Pacific,Master,3.0,0,Tablet,Rarely,Customer Support,Needs more updates.
RES_0355,2026-04-07 15:50:08.416127,58.0,Female,Asia-Pacific,PhD,4.0,0,Tablet,Rarely,User Interface,Decent features for the price.
RES_0356,2026-04-10 14:50:08.416127,39.0,Female,Latin America,Master,4.0,10,Tablet,Monthly,User Interface,Good experience overall.
RES_0357,2026-04-02 21:50:08.416772,28.0,Female,ME-Africa,Master,4.0,1,Tablet,Monthly,Customer Support,Decent features for the price.
RES_0358,2026-04-15 18:50:08.416772,40.0,Female,Latin America,Master,5.0,10,Mobile,Weekly,Customer Support,"Love the interface, very intuitive!"
RES_0359,2026-04-14 04:50:08.416772,18.0,Female,Europe,High School,2.0,5,Tablet,Rarely,Customer Support,Interface is confusing.
RES_0360,2026-04-12 07:50:08.416772,63.0,Male,Latin America,PhD,5.0,8,Desktop,Monthly,User Interface,Highly recommended.
RES_0361,2026-04-07 22:50:08.416772,54.0,Male,North America,Bachelor,1.0,3,Smart Watch,Rarely,Feature Set,Customer support was unhelpful.
RES_0362,2026-03-29 03:50:08.416772,38.0,Non-Binary,Europe,High School,4.0,2,Tablet,Rarely,Customer Support,Decent features for the price.
RES_0363,2026-04-03 16:50:08.416772,43.0,Female,Europe,High School,1.0,7,Mobile,Monthly,Performance,Waste of money.
RES_0364,2026-03-26 10:50:08.416772,63.0,Female,ME-Africa,High School,4.0,10,Desktop,Weekly,Customer Support,Good experience overall.
RES_0365,2026-04-16 19:50:08.416772,53.0,Female,Asia-Pacific,Bachelor,4.0,9,Smart Watch,Monthly,Pricing,Solid performance.
RES_0366,2026-04-14 04:50:08.416772,71.0,Male,Europe,PhD,4.0,8,Smart Watch,Monthly,Customer Support,Decent features for the price.
RES_0367,2026-03-22 11:50:08.416772,40.0,Male,Asia-Pacific,PhD,3.0,10,Tablet,Rarely,User Interface,"It's okay, does what it needs to do."
RES_0368,2026-03-29 16:50:08.416772,74.0,Female,Latin America,PhD,4.0,4,Smart Watch,Monthly,Customer Support,Works well but interface could be cleaner.
RES_0369,2026-03-24 13:50:08.416772,18.0,Male,North America,Master,1.0,8,Tablet,Weekly,Pricing,Completely broken.
RES_0370,2026-03-25 04:50:08.416772,71.0,Male,ME-Africa,Master,5.0,1,Tablet,Monthly,Performance,Highly recommended.
RES_0371,2026-04-13 20:50:08.416772,72.0,Female,Asia-Pacific,Master,5.0,2,Desktop,Weekly,Feature Set,Best app I've used this year.
RES_0372,2026-04-07 10:50:08.416772,68.0,Male,Europe,Bachelor,3.0,6,Desktop,Weekly,Customer Support,Average experience.
RES_0373,2026-04-02 03:50:08.416772,57.0,Female,Asia-Pacific,Master,4.0,6,Mobile,Rarely,Pricing,Solid performance.
RES_0374,2026-03-23 15:50:08.416772,32.0,Male,Europe,Bachelor,4.0,5,Desktop,Daily,Pricing,Good experience overall.
RES_0375,2026-03-22 14:50:08.416772,,Female,Asia-Pacific,PhD,1.0,5,Desktop,Daily,Performance,Customer support was unhelpful.
RES_0376,2026-04-13 22:50:08.416772,64.0,Male,Europe,Master,4.0,1,Tablet,Rarely,User Interface,Decent features for the price.
RES_0377,2026-04-17 10:50:08.416772,26.0,Female,Latin America,Master,5.0,9,Desktop,Monthly,Customer Support,"Love the interface, very intuitive!"
RES_0378,2026-03-23 06:50:08.416772,70.0,Male,Europe,High School,4.0,5,Tablet,Rarely,Pricing,Good experience overall.
RES_0379,2026-03-25 23:50:08.416772,26.0,Male,Europe,Bachelor,2.0,3,Tablet,Weekly,Performance,A bit frustrated with the glitches.
RES_0380,2026-04-19 17:50:08.416772,27.0,Male,North America,PhD,5.0,2,Desktop,Daily,Feature Set,Exceeded my expectations.
RES_0381,2026-03-30 17:50:08.416772,69.0,Female,Europe,High School,4.0,10,Mobile,Rarely,Pricing,Solid performance.
RES_0382,2026-03-25 11:50:08.416772,74.0,Female,North America,High School,5.0,1,Mobile,Monthly,Performance,Highly recommended.
RES_0383,2026-04-07 10:50:08.416772,70.0,Male,ME-Africa,PhD,4.0,0,Smart Watch,Rarely,User Interface,Solid performance.
RES_0384,2026-03-22 08:50:08.416772,43.0,Female,North America,High School,4.0,10,Smart Watch,Daily,User Interface,Works well but interface could be cleaner.
RES_0385,2026-03-30 07:50:08.416772,58.0,Female,Latin America,Bachelor,2.0,10,Desktop,Rarely,Pricing,Expected more.
RES_0386,2026-03-29 02:50:08.416772,52.0,Female,North America,Bachelor,3.0,4,Mobile,Rarely,Pricing,Some bugs but manageable.
RES_0387,2026-04-09 18:50:08.416772,69.0,Male,ME-Africa,Master,5.0,1,Tablet,Daily,Customer Support,"Love the interface, very intuitive!"
RES_0388,2026-04-16 20:50:08.416772,42.0,Female,Latin America,High School,3.0,1,Smart Watch,Weekly,Performance,Average experience.
RES_0389,2026-04-01 03:50:08.416772,43.0,Male,Asia-Pacific,Master,5.0,6,Tablet,Weekly,Pricing,"Love the interface, very intuitive!"
RES_0390,2026-03-26 05:50:08.416772,28.0,Male,Asia-Pacific,High School,4.0,7,Smart Watch,Daily,Customer Support,Decent features for the price.
RES_0391,2026-04-05 14:50:08.416772,,Prefer not to say,North America,Bachelor,2.0,9,Desktop,Rarely,Customer Support,A bit frustrated with the glitches.
RES_0392,2026-04-03 09:50:08.416772,19.0,Male,North America,Bachelor,2.0,7,Mobile,Daily,Pricing,Slow performance at times.
RES_0393,2026-04-05 22:50:08.416772,24.0,Female,ME-Africa,Bachelor,3.0,3,Smart Watch,Weekly,User Interface,Some bugs but manageable.
RES_0394,2026-03-30 01:50:08.416772,35.0,Female,ME-Africa,High School,5.0,0,Mobile,Monthly,Performance,Highly recommended.
RES_0395,2026-03-29 20:50:08.416772,44.0,Female,Europe,Bachelor,4.0,10,Tablet,Rarely,Performance,Good experience overall.
RES_0396,2026-04-04 00:50:08.416772,51.0,Female,ME-Africa,High School,4.0,6,Desktop,Weekly,User Interface,Decent features for the price.
RES_0397,2026-03-26 12:50:08.416772,44.0,Male,Europe,Master,3.0,0,Mobile,Rarely,Pricing,"It's okay, does what it needs to do."
RES_0398,2026-04-08 13:50:08.416772,34.0,Male,Latin America,High School,2.0,10,Desktop,Daily,Performance,Interface is confusing.
RES_0399,2026-04-04 15:50:08.416772,60.0,Female,North America,Master,4.0,3,Mobile,Monthly,Pricing,Solid performance.
RES_0400,2026-04-14 11:50:08.416772,61.0,Male,Latin America,High School,2.0,7,Tablet,Daily,Pricing,Expected more.
RES_0401,2026-03-27 02:50:08.416772,68.0,Male,ME-Africa,Master,5.0,1,Tablet,Monthly,Customer Support,Best app I've used this year.
RES_0402,2026-04-12 19:50:08.416772,71.0,Male,Latin America,Bachelor,4.0,5,Desktop,Rarely,User Interface,Works well but interface could be cleaner.
RES_0403,2026-03-25 15:50:08.416772,41.0,Male,Latin America,Master,4.0,5,Tablet,Rarely,Pricing,Decent features for the price.
RES_0404,2026-03-25 05:50:08.416772,42.0,Male,Latin America,Bachelor,4.0,8,Smart Watch,Daily,Feature Set,Decent features for the price.
RES_0405,2026-03-23 18:50:08.416772,24.0,Male,ME-Africa,Bachelor,4.0,4,Mobile,Monthly,User Interface,Works well but interface could be cleaner.
RES_0406,2026-04-11 19:50:08.416772,69.0,Female,Latin America,Master,5.0,9,Tablet,Monthly,Performance,"Love the interface, very intuitive!"
RES_0407,2026-03-24 01:50:08.416772,23.0,Female,Europe,High School,,3,Smart Watch,Rarely,Customer Support,Works well but interface could be cleaner.
RES_0408,2026-04-03 14:50:08.416772,70.0,Female,ME-Africa,High School,2.0,4,Desktop,Daily,Performance,Expected more.
RES_0409,2026-04-19 02:50:08.416772,41.0,Male,Latin America,PhD,4.0,9,Smart Watch,Monthly,Performance,Works well but interface could be cleaner.
RES_0410,2026-03-31 10:50:08.416772,50.0,Male,ME-Africa,High School,3.0,10,Desktop,Rarely,User Interface,"It's okay, does what it needs to do."
RES_0411,2026-03-23 07:50:08.416772,66.0,Male,Asia-Pacific,PhD,1.0,4,Desktop,Weekly,Performance,Completely broken.
RES_0412,2026-03-22 10:50:08.417881,46.0,Female,Europe,High School,5.0,7,Mobile,Daily,Pricing,Exceeded my expectations.
RES_0413,2026-04-06 20:50:08.417881,60.0,Female,Latin America,High School,5.0,9,Mobile,Weekly,Performance,Best app I've used this year.
RES_0414,2026-03-22 17:50:08.417881,39.0,Male,Asia-Pacific,Bachelor,5.0,7,Smart Watch,Daily,Customer Support,"Love the interface, very intuitive!"
RES_0415,2026-04-02 04:50:08.417881,43.0,Non-Binary,Asia-Pacific,PhD,4.0,1,Mobile,Rarely,Customer Support,Solid performance.
RES_0416,2026-04-15 08:50:08.417881,45.0,Male,ME-Africa,High School,4.0,6,Mobile,Monthly,Feature Set,Works well but interface could be cleaner.
RES_0417,2026-03-26 21:50:08.417881,67.0,Female,Asia-Pacific,PhD,3.0,7,Mobile,Monthly,Customer Support,Average experience.
RES_0418,2026-04-09 23:50:08.417881,38.0,Female,Europe,Bachelor,3.0,10,Smart Watch,Monthly,Performance,"It's okay, does what it needs to do."
RES_0419,2026-03-21 05:50:08.417881,66.0,Female,Europe,Bachelor,5.0,5,Tablet,Daily,Customer Support,Highly recommended.
RES_0420,2026-03-24 10:50:08.417881,24.0,Female,North America,PhD,4.0,4,Mobile,Rarely,User Interface,Works well but interface could be cleaner.
RES_0421,2026-04-15 00:50:08.417881,34.0,Female,Europe,Bachelor,5.0,10,Mobile,Weekly,Customer Support,Highly recommended.
RES_0422,2026-03-27 22:50:08.417881,37.0,Male,Asia-Pacific,Master,4.0,8,Smart Watch,Rarely,Pricing,Decent features for the price.
RES_0423,2026-03-29 22:50:08.417881,58.0,Female,Europe,Master,3.0,2,Tablet,Weekly,User Interface,Some bugs but manageable.
RES_0424,2026-04-02 08:50:08.417881,66.0,Male,ME-Africa,Bachelor,4.0,9,Mobile,Daily,Feature Set,Decent features for the price.
RES_0425,2026-04-03 12:50:08.417881,37.0,Female,North America,Master,4.0,3,Desktop,Daily,Pricing,Good experience overall.
RES_0426,2026-03-30 01:50:08.417881,71.0,Female,Asia-Pacific,High School,3.0,8,Smart Watch,Weekly,Performance,Some bugs but manageable.
RES_0427,2026-03-24 06:50:08.417881,39.0,Female,North America,PhD,5.0,5,Mobile,Weekly,Performance,Exceeded my expectations.
RES_0428,2026-04-07 22:50:08.417881,45.0,Female,Asia-Pacific,High School,4.0,7,Mobile,Weekly,Performance,Solid performance.
RES_0429,2026-04-18 14:50:08.417881,57.0,Female,ME-Africa,PhD,3.0,6,Desktop,Rarely,Pricing,Average experience.
RES_0430,2026-04-17 22:50:08.417881,66.0,Female,North America,Bachelor,4.0,10,Desktop,Weekly,Pricing,Works well but interface could be cleaner.
RES_0431,2026-03-30 07:50:08.417881,24.0,Female,Latin America,High School,5.0,1,Smart Watch,Daily,Pricing,Highly recommended.
RES_0432,2026-03-28 17:50:08.417881,18.0,Male,Asia-Pacific,Bachelor,3.0,2,Smart Watch,Daily,User Interface,Some bugs but manageable.
RES_0433,2026-03-23 06:50:08.417881,49.0,Male,Latin America,Bachelor,5.0,0,Desktop,Monthly,User Interface,Exceeded my expectations.
RES_0434,2026-04-15 18:50:08.417881,30.0,Male,North America,PhD,3.0,8,Smart Watch,Weekly,Performance,"It's okay, does what it needs to do."
RES_0435,2026-04-14 20:50:08.417881,47.0,Male,Latin America,PhD,5.0,6,Desktop,Rarely,Customer Support,Highly recommended.
RES_0436,2026-03-30 00:50:08.417881,40.0,Female,Latin America,PhD,4.0,0,Mobile,Rarely,Performance,Good experience overall.
RES_0437,2026-04-15 02:50:08.417881,,Male,North America,High School,3.0,2,Desktop,Rarely,Feature Set,Needs more updates.
RES_0438,2026-04-15 13:50:08.417881,73.0,Prefer not to say,ME-Africa,Master,3.0,3,Desktop,Monthly,User Interface,Needs more updates.
RES_0439,2026-04-10 04:50:08.417881,36.0,Male,Latin America,PhD,5.0,3,Tablet,Daily,Pricing,Best app I've used this year.
RES_0440,2026-04-03 02:50:08.417881,49.0,Male,Latin America,PhD,4.0,4,Desktop,Rarely,User Interface,Works well but interface could be cleaner.
RES_0441,2026-04-06 14:50:08.417881,47.0,Female,ME-Africa,High School,4.0,2,Desktop,Daily,Pricing,Good experience overall.
RES_0442,2026-04-06 22:50:08.417881,46.0,Female,Latin America,PhD,2.0,2,Tablet,Monthly,Feature Set,Expected more.
RES_0443,2026-04-01 10:50:08.417881,66.0,Female,Latin America,High School,5.0,0,Smart Watch,Weekly,Feature Set,Exceeded my expectations.
RES_0444,2026-04-07 19:50:08.417881,62.0,Female,Latin America,Bachelor,4.0,6,Tablet,Weekly,User Interface,Works well but interface could be cleaner.
RES_0445,2026-03-21 22:50:08.417881,46.0,Female,Europe,PhD,5.0,10,Mobile,Weekly,Pricing,Exceeded my expectations.
RES_0446,2026-04-03 15:50:08.417881,47.0,Male,ME-Africa,PhD,2.0,9,Tablet,Rarely,Feature Set,A bit frustrated with the glitches.
RES_0447,2026-04-18 15:50:08.417881,33.0,Prefer not to say,Latin America,Bachelor,4.0,0,Mobile,Weekly,Performance,Works well but interface could be cleaner.
RES_0448,2026-04-13 21:50:08.417881,57.0,Prefer not to say,ME-Africa,Bachelor,4.0,1,Smart Watch,Rarely,Performance,Works well but interface could be cleaner.
RES_0449,2026-03-29 01:50:08.417881,36.0,Female,Asia-Pacific,Bachelor,4.0,3,Tablet,Monthly,Pricing,Decent features for the price.
RES_0450,2026-04-17 05:50:08.418904,35.0,Male,Asia-Pacific,PhD,4.0,3,Tablet,Monthly,User Interface,Good experience overall.
RES_0451,2026-04-08 22:50:08.418904,18.0,Female,Latin America,Master,1.0,4,Smart Watch,Rarely,Feature Set,Customer support was unhelpful.
RES_0452,2026-03-29 11:50:08.418904,31.0,Male,ME-Africa,Master,4.0,10,Mobile,Daily,User Interface,Works well but interface could be cleaner.
RES_0453,2026-04-15 06:50:08.418904,68.0,Male,ME-Africa,Master,4.0,1,Tablet,Weekly,Performance,Good experience overall.
RES_0454,2026-04-04 08:50:08.418904,64.0,Male,ME-Africa,PhD,2.0,3,Mobile,Weekly,Feature Set,Interface is confusing.
RES_0455,2026-03-28 08:50:08.418904,67.0,Female,Europe,Bachelor,4.0,0,Tablet,Weekly,User Interface,Good experience overall.
RES_0456,2026-04-15 02:50:08.418904,19.0,Female,Asia-Pacific,PhD,4.0,1,Desktop,Rarely,Customer Support,Works well but interface could be cleaner.
RES_0457,2026-04-06 21:50:08.418904,71.0,Female,ME-Africa,Bachelor,1.0,0,Tablet,Monthly,Pricing,Completely broken.
RES_0458,2026-04-09 04:50:08.418904,45.0,Female,ME-Africa,PhD,5.0,9,Smart Watch,Weekly,Pricing,Exceeded my expectations.
RES_0459,2026-04-13 17:50:08.418904,66.0,Male,Europe,PhD,5.0,9,Smart Watch,Monthly,Customer Support,Highly recommended.
RES_0460,2026-03-23 21:50:08.418904,67.0,Male,Europe,Bachelor,4.0,3,Mobile,Weekly,Performance,Solid performance.
RES_0461,2026-04-14 05:50:08.418904,47.0,Male,ME-Africa,Master,2.0,3,Tablet,Weekly,Feature Set,Interface is confusing.
RES_0462,2026-04-18 05:50:08.418904,55.0,Prefer not to say,North America,Bachelor,5.0,6,Mobile,Rarely,Pricing,Best app I've used this year.
RES_0463,2026-03-21 08:50:08.418904,68.0,Male,ME-Africa,High School,4.0,9,Mobile,Daily,Customer Support,Solid performance.
RES_0464,2026-03-24 04:50:08.418904,21.0,Female,ME-Africa,High School,3.0,10,Desktop,Rarely,Customer Support,Needs more updates.
RES_0465,2026-04-18 03:50:08.418904,18.0,Female,Europe,Bachelor,4.0,10,Desktop,Weekly,Performance,Solid performance.
RES_0466,2026-03-26 17:50:08.418904,25.0,Male,Europe,PhD,4.0,8,Smart Watch,Weekly,Performance,Good experience overall.
RES_0467,2026-04-18 23:50:08.418904,46.0,Female,ME-Africa,High School,4.0,8,Mobile,Daily,User Interface,Good experience overall.
RES_0468,2026-04-05 00:50:08.418904,72.0,Female,ME-Africa,High School,4.0,4,Smart Watch,Monthly,Pricing,Good experience overall.
RES_0469,2026-04-10 04:50:08.418904,56.0,Female,ME-Africa,PhD,4.0,9,Tablet,Monthly,User Interface,Solid performance.
RES_0470,2026-04-03 18:50:08.418904,20.0,Non-Binary,Europe,PhD,5.0,0,Mobile,Weekly,Customer Support,Exceeded my expectations.
RES_0471,2026-03-22 19:50:08.418904,49.0,Male,ME-Africa,Master,4.0,0,Mobile,Monthly,Feature Set,Solid performance.
RES_0472,2026-04-09 23:50:08.418904,27.0,Male,ME-Africa,PhD,4.0,5,Tablet,Weekly,Feature Set,Good experience overall.
RES_0473,2026-04-03 13:50:08.418904,27.0,Female,Latin America,Bachelor,5.0,1,Tablet,Daily,Performance,Highly recommended.
RES_0474,2026-04-03 03:50:08.418904,36.0,Non-Binary,North America,Bachelor,4.0,7,Smart Watch,Daily,Feature Set,Works well but interface could be cleaner.
RES_0475,2026-03-27 18:50:08.418904,63.0,Male,Asia-Pacific,Master,4.0,8,Smart Watch,Weekly,Feature Set,Solid performance.
RES_0476,2026-04-18 17:50:08.418904,51.0,Female,North America,High School,4.0,3,Tablet,Daily,Feature Set,Decent features for the price.
RES_0477,2026-03-30 21:50:08.418904,50.0,Female,Latin America,High School,4.0,4,Smart Watch,Rarely,Customer Support,Works well but interface could be cleaner.
RES_0478,2026-04-07 12:50:08.418904,40.0,Female,Asia-Pacific,PhD,5.0,10,Tablet,Rarely,Feature Set,Best app I've used this year.
RES_0479,2026-04-09 07:50:08.418904,72.0,Male,ME-Africa,Bachelor,4.0,7,Mobile,Daily,Feature Set,Works well but interface could be cleaner.
RES_0480,2026-04-09 04:50:08.418904,45.0,Female,Latin America,High School,5.0,2,Mobile,Weekly,Feature Set,Highly recommended.
RES_0481,2026-04-05 00:50:08.418904,49.0,Non-Binary,ME-Africa,Master,2.0,4,Desktop,Weekly,User Interface,Expected more.
RES_0482,2026-03-28 07:50:08.418904,67.0,Male,Europe,Master,,2,Mobile,Daily,Customer Support,Terrible experience.
RES_0483,2026-04-09 01:50:08.418904,24.0,Male,Latin America,Bachelor,4.0,9,Tablet,Monthly,Performance,Decent features for the price.
RES_0484,2026-04-04 15:50:08.418904,46.0,Prefer not to say,Europe,Master,3.0,2,Smart Watch,Rarely,User Interface,Needs more updates.
RES_0485,2026-04-16 15:50:08.418904,25.0,Male,Latin America,Master,3.0,2,Desktop,Monthly,Pricing,Needs more updates.
RES_0486,2026-04-15 23:50:08.418904,18.0,Female,Latin America,Bachelor,3.0,6,Smart Watch,Weekly,Customer Support,Average experience.
RES_0487,2026-03-26 20:50:08.418904,74.0,Female,Europe,PhD,3.0,6,Tablet,Weekly,Customer Support,Some bugs but manageable.
RES_0488,2026-04-17 05:50:08.418904,72.0,Male,Asia-Pacific,PhD,1.0,6,Mobile,Monthly,Pricing,Terrible experience.
RES_0489,2026-03-22 04:50:08.418904,20.0,Female,North America,Master,5.0,9,Desktop,Daily,Pricing,Exceeded my expectations.
RES_0490,2026-04-01 02:50:08.418904,41.0,Male,ME-Africa,PhD,3.0,7,Tablet,Monthly,Pricing,Some bugs but manageable.
RES_0491,2026-04-15 05:50:08.418904,40.0,Female,Latin America,PhD,4.0,4,Desktop,Monthly,Performance,Decent features for the price.
RES_0492,2026-03-23 13:50:08.418904,25.0,Male,ME-Africa,Master,5.0,4,Desktop,Rarely,Feature Set,"Love the interface, very intuitive!"
RES_0493,2026-03-22 01:50:08.418904,71.0,Female,Europe,PhD,5.0,3,Mobile,Rarely,Customer Support,Exceeded my expectations.
RES_0494,2026-03-30 17:50:08.418904,74.0,Male,ME-Africa,Master,1.0,6,Tablet,Monthly,Feature Set,Completely broken.
RES_0495,2026-04-19 18:50:08.419887,64.0,Male,Europe,High School,5.0,9,Smart Watch,Monthly,Feature Set,"Love the interface, very intuitive!"
RES_0496,2026-04-11 11:50:08.419887,54.0,Prefer not to say,ME-Africa,Bachelor,4.0,3,Desktop,Weekly,Pricing,Decent features for the price.
RES_0497,2026-03-25 09:50:08.419887,20.0,Male,North America,Bachelor,4.0,1,Desktop,Rarely,Performance,Solid performance.
RES_0498,2026-04-18 06:50:08.419887,,Female,North America,PhD,4.0,3,Smart Watch,Rarely,User Interface,Works well but interface could be cleaner.
RES_0499,2026-04-06 10:50:08.419887,50.0,Male,North America,PhD,5.0,7,Tablet,Weekly,Performance,Exceeded my expectations.
RES_0500,2026-03-24 14:50:08.419887,,Female,North America,PhD,3.0,8,Desktop,Daily,Feature Set,Average experience.
